id,Chemical Name,LogP (Partition coefficient),LogS (water solubility of the ingredient),Molecular weight,Density,Chemical formula,Structure,Synonyms,Functionalities
678,CYCLOHEXANE,,PRACTICALLY INSOLUBLE,84.16,0.77,C6H12,C1CCCCC1,"['Cyclohexane', 'Hexahydrobenzene']","Solvent,contaminant,defoamer,solvent,impurity,residual,cleaner,cyclohexane"
679,CYCLOHEXANEDIAMINE TETRAACETIC ACID,,,,,,,['CYCLOHEXANEDIAMINE TETRAACETIC ACID'],
680,CYCLOHEXYLAMINE,,MISCIBLE,99.17,0.867g/mLat 25°C(lit.),C6H13N,NC1CCCCC1,"['CHA', 'Cyclohexylamine', 'cyclohexanamine', 'Aminocyclohexane', 'Hexahydroaniline', '1-Cyclohexylamine', '1-Aminocyclohexane', 'Aniline, hexahydro-', 'aminocyclohexane[qr]', 'Aminohexahydrobenzene', 'Benzenamine, hexahydro-', 'aminohexahydrobenzene[qr]', 'benzenamine,hexahydro-[qr]']","anticorrosive,buffering,buffering agent,corrosion inhibitor"
681,CYCLOMETHICONE,,Not found, ,Not found, , ,"dimethyl cyclosiloxanes,dimethyl cylcosiloxanes,dimethyl cyclosiloxnes,dimethylcyclopolysiloxane,polydimethylcyclosiloxane,cyclomethicone,cyclosiloxanes_ di-me_ (dimethylcyclopolysiloxane),cyclosiloxanes_ di-me_ (dimethyl cyclosiloxanes),dimethylcyclopolysiloxane_ (dimethyl cyclosiloxanes),Cyclomethicone,nan,Dimethylcyclosiloxane,Cyclosiloxanes_ di-Me,cyclodimethicone,cyclosiloxanes, dimethyl-,CYCLOMETHICONE","Solvent,Skin Conditioning Agent,film former,antistatic,emollient,hair conditioning,humectant,solvent,viscosity controlling,defoamer"
682,CYCLOPENTANE CARBOXYLIC ACID,,SOLUBLE,114.14,1.053g/mLat 25°C(lit.),C6H10O2,OC(=O)C1CCCC1,"['NSC 59714', 'Carboxycyclopentane', 'Cyclopentanecarboxyl', 'cyclopentanecarboxylate', 'Cyclopentancarboxylicacid', 'Cyclopentylcarboxylic acid', 'Cyclopentancarboxylic Acid', 'Cyclopentanecarboxylic acid', 'CYCLOPENTANECARBOXYLIC ACID', 'Cyclopentane carboxylic acid']",surfactant
683,CYCLOPENTASILOXANE,8.07[3],17.03±0.72 ppb (23 °C) [2],230.5,0.958 g/cm3,H10O5Si5,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,"decamethylcyclopentasiloxane,decamethylcyclopentasiloxane  *96-3*,decamethyl cyclopentasiloxane,cyclopentasiloxane_ decamethyl-_ (decamethylcyclopentasiloxane),nan,Cyclopentasiloxane,Decamethylcyclopentasiloxane GE Silicones SF 1202,cyclopentasiloxane,Cyclopentasiloxane (and) Dimethicone,Decamethylcyclopentasiloxane,DECAMETHYLCYCLOPENTASILOXANE,Cyclopentasiloxane_ decamethyl-,OCTAMETHYLCYCLOTETRASILOXANE (D5),decamethylcyclopenta- siloxane,decamethylcyclopentasiloxane (d5),cyclopentasiloxa ne,cylcopentasiloxane,Cylcopentasiloxane,Cyclopentasoloxane,CYCLOPENTASILOXANE","Solvent,Skin Conditioning Agent,Hair Conditioning Agent,---,feedstock, polydimethylsiloxanes,additive,hair conditioning / emollient / solvent,film former,Lubricant/emulsifier,Skin conditioner,Conditioning agent,fragrance component,emollient,hair conditioning,skin conditioning,solvent,hair conditioning agent,skin-conditioning agent - emollient"
684,CYCLOTETRASILOXANE,,Not found,354.65,Not found,C10H26O6Si4,O1[SiH2]O[SiH2]O[SiH2]O[SiH2]1,"['cyclotetrasiloxane', '2,4,6,8-tetramethyl-2-[3-(oxiranylmethoxy)propyl]-Cyclotetrasiloxane', 'Cyclotetrasiloxane, 2,4,6,8-tetramethyl-2-[3-(2-oxiranylmethoxy)propyl]-']","Hair Conditioning Agent,Skin Conditioning Agent,Silicone,Solvent,Antifoam,Silicone, Antifoam,Silicone, Solvent,emollient,hair conditioning,skin conditioning,solvent,hair conditioning agent,skin-conditioning agent - emollient"
685,CYCLOTRISILOXANE,,Not found,138.3,Not found,H6O3Si3,O1[SiH2]O[SiH2]O[SiH2]1,,
686,CYSTAMINE BIS-LACTAMIDE,,,,,,,,
687,CYSTEAMINE HCL,,VERY SOLUBLE,113.61,0.75,C2H8ClNS,,"['H-Cys-NH2Â·HCl', 'CYSTEAMINE HCL', 'Cysteamine HCL', 'DECARBOXYCYSTEINE HCL', 'CYSTEAMINIUM CHLORIDE', 'Cysteamine hydrochloride', 'CYSTEAMINE HYDROCHLORIDE', 'mercaptamine hydrochloride', 'Mercaptamine hydrochloride', 'Aminoethanethiol hydrochloride', 'mercaptoethylammonium chloride', 'DECARBOXYCYSTEINE HYDROCHLORIDE', '2-Aminoethanethiol hydrochloride', 'BETA-MERCAPTOETHYLAMINE HYDROCHLORIDE']",
688,CYSTEINE,,280 g/L (25°C),121.15,1.28,C3H7NO2S,NC(CS)C(O)=O,"['L-Cys', 'Zistein', 'H-Cys-OH', 'CYSTEINE', 'NSC 8746', 'L-Cysteine', 'Cysteine, L-', 'L(+)-Cysteine', 'L-(+)-Cysteine', 'L-Cysteine Base', '(S)-(-)-Cysteine', 'L-Alanine, 3-mercapto-', 'L-beta-mercaptoalanine', 'L-Cysteine Free Base Crystalline', '(+)-2-Amino-3-mercaptopropionic acid']","antioxidant,antistatic,hair conditioning,hair waving or straightening,masking,reducing,fragrance ingredient,hair conditioning agent,hair-waving/straighteningagent,reducing agent"
689,CYSTEINE HCL,,,,,,,,
690,CYSTINE,,0.112 g/L (25 °C),240.3,1.68,C6H12N2O4S2,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,"['Cystine', 'L-Cystine', '1-cystine', 'Dicysteine', '(H-Cys-OH)2', 'H-(Cys)_2-OH', 'L-Cystine,food grade', '(H-Cys-OH)2 (Disulfide bond)', 'L-Cystine, synthetically derived', '(-)-3,3-Dithiobis(2-aminopropionic acid)', 'L(-)-3,3-Dithiobis(2-aminopropanoic acid)', '2-Amino-3-[(2-amino-2-carboxyethyl)dithio]propanoic acid']","Active ingredient,antistatic,hair conditioning,masking,flavouring"
691,CYTOCHROME C,,100 g/L (20 °C),884.88728,Not found,C42H52FeN8O6S2, ,"['CYT-C', 'Cytochrome C', 'CYTOCHROME-C', 'CYTOCHROME C', 'HUMAN CYTOCHROME C', 'CYTOCHROME C, BOVINE', 'Cytochrome (bovine heart)', 'Cytochrome c, Equine Heart', 'Cytochrome C (horse heart)', 'CYTOCHROME C (BOVINE HEART)', 'CYTOCHROME C, ACID MODIFIED', 'cytochrome C from dog heart', 'cytochrome C from rat heart', 'cytochrome C from tuna heart', 'Cytochrome c from horse heart', 'cytochrome C from bison heart', 'cytochrome C from sheep heart', 'cytochrome C from bovine heart', 'cytochrome C from rabbit heart', 'cytochrome C from chicken heart', 'Cytochromes C from equine heart', 'cytochrome C from porcine heart', 'CYTOCHROME C PEPTIDE MAP CONTROL', 'cytochrome C peptide map control', 'cytochrome C from pigeon breast muscle', 'cytochrome C from saccharomyces*cerevisiae']",skin conditioning
692,DEA-CETYL PHOSPHATE,,,,,,,,
693,DEA-CETYL SULFATE,,,,,,,,
694,DEA-LAURAMINOPROPIONATE,,,,,,,,
695,DEA-LAURETH SULFATE,,,,,,,,
696,DEA-LAURYL SULFATE,,,371.53,,C16H37NO6S,,"['condanoldls', 'DEA-LAURYL SULFATE', 'DIETHANOLAMINE LAURYL SULFATE', 'DIETHANOLAMINE DODECYL SULFATE', 'dodecylsulfatediethanolaminesalt', 'dodecylsulfate,[diethanolaminesalt]', 'Laurylalcoholsulfate,diethanolaminesalt', 'bis(2-hydroxyethyl)ammoniumlaurylsulfate']",
697,DEA-LINOLEATE,,,,,,,,
698,DEA-METHOXYCINNAMATE,,5.17e-3,283.32,1.22,C14H21NO5,OCCNCCO.COC1=CC=C(C=CC(O)=O)C=C1,"['NipasorbD', 'Parsol Hydro', 'DEA-METHOXYCINNAMATE', 'DIETHANOLAMINEMETHOXYCINNAMATE', 'Diethanolamine-4-methoxycinnamate', '4-Methoxycinnamic acid diethanolamine salt']",uv absorber
699,DEA-METHYL MYRISTATE SULFONATE,,,,,,,,
700,DEA-MYRISTATE,,,,,,,,
701,DEA-MYRISTYL SULFATE,,,,,,,,
702,DEA-OLETH-3 PHOSPHATE,,,,,,,,
703,DECANAL,,INSOLUBLE,156.27,0.83 g/mL at 20 °C0.83 g/mL at 25 °C (lit.),C10H20O,CCCCCCCCCC=O,"['Decanal', 'c-10aldehyde', 'C-10 Aldehyde', 'Caprinaldehyd', 'Decanal(C-10)', 'Decyl aldehyde', 'Capric aldehyde', '1-decylaldehyde', '1-Decyl aldehyde', 'caprinicaldehyde', 'Caprinic aldehyde', '1-nonanecarbaldehyde']","Other chemicals (function unknown),fragrance,Fragrance Component,fragrance component,fragrances,masking,fragrance ingredient,flavouring"
704,DECARBOXY CARNOSINE HCL,,7.40e-2,255.14,1.20,C8H16Cl2N4O,Cl.Cl.NCCC(=O)NCCC1=CN=CN1,"decarboxy carnosine hcl,DECARBOXY CARNOSINE HCL","antistatic,hair conditioning,skin conditioning,skin-conditioning agent - miscellaneous"
705,DECENAL,,INSOLUBLE,154.25,0.841g/mLat 25°C(lit.),C10H18O,,"['Decenal', '(2E)-decenal', '(2E)-2-Decenal', 'trans-2-Decenal', '-n-Heptylacrolein']",
706,DECETH-3,,,,,,,,
707,DECETH-4,,,,,,,,
708,DECETH-4 PHOSPHATE,,,,,,,,
709,DECETH-6,,,,,,,,
710,DECETH-6 PHOSPHATE,,,,,,,,
711,DECYL ALCOHOL,,insoluble,158.28,0.829 g/mL at 25 °C (lit.),C10H22O,CCCCCCCCCCO,"['Royaltac', 'N-DECANOL', '1-Decanol', 'Decan-1-ol', 'Royaltac-85', 'decylalcohol', 'Royaltac M-2', 'Alcohol C-10', 'Decyl alcohol', 'NONYLCARBINOL', 'Capric alcohol', 'N-DECYL ALCOHOL', 'Nonyl acarbinol', '1-hydroxydecane', 'n-Decyl Alcohol', 'primarydecylalcohol', 'Prim-n-Capricalcohol']","fragrance,Fragrance Component,fragrance component,emollient,foam boosting,masking,surfactant,viscosity controlling,flavouring"
712,DECYL BETAINE,,,,,,,,
713,DECYL GLUCOSIDE,,1.31e-2,320.22,1.15 g/mL at 20 °C,C16H32O6,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"['APG', 'APG0810', 'Decyl Glucoside', 'Octyldecyl Glucoside', 'DECYL OCTYL D-GLUCOSE', 'alkyl(c8,c10)polyglycoside', 'C8-16 fatty alcohol glucoside', 'Decyl-octyl glycosides oligomer', '(C8-10)Alkyl ether of corn sugar', 'D-glucose, decyl octyl ethers, oligomeric', 'D-Glucopyranose, oligomers, decyl octyl glycosides', 'D-Glucopyranose, oligomeric, decyl octyl glycosides', 'D-Glucopyranose, oligomeric, C8-16-alkyl glycosides']",cleaning agent
714,DECYL ISOSTEARATE,,,,,,,,
715,DECYL MERCAPTOMETHYLIMIDAZOLE,,4.02e-3,254.44,0.971,C14H26N2S,CCCCCCCCCCC1=NC=CN1CS,decyl mercaptomethylimidazole,"antioxidant,antistatic,hair conditioning"
716,DECYL MYRISTATE,,,,,,,,
717,DECYL OLEATE,,6.82e-7,422.73,0.838,C28H54O2,CCCCCCCCCCOC(=O)CCCCCCC\C=C/CCCCCCCC,['Decyl Oleate'],"emollient,skin conditioning,skin-conditioning agent - emollient"
718,DECYL SUCCINATE,,,258.35,1.036Â±0.06 g/cm3(Predicted),C14H26O4,,"['Decylbutanedioic acid', '2-decylbutanedioic acid', 'DECYLSUCCINIC ACID', '2-DECYLSUCCINIC ACID', 'decyl hydrogen succinate', 'DECYL SUCCINATE', 'Butanedioic acid, 2-decyl-']",
719,DECYLAMINE OXIDE,,9.22e-5,201.354,Not found,C12H27NO,CCCCCCCCCC[N+](C)(C)[O-],"Decylamine Oxide,nan,alkyl amine oxide,decylamine oxide,_decyldimethylamine oxide","cleaning agent,antistatic,cleansing,foam boosting,hair conditioning,hydrotrope,surfactant"
720,DECYLOXAZOLIDINONE,,,,,,,,
721,DECYLTETRADECANOL,,,354.65,0.842g/mLat 25°C(lit.),C24H50O,,"['EA424', 'ISOFOL 24', 'isoalcohols', 'Einecs 261-385-0', 'DECYLTETRADECANOL', '2-decyl-1-tetradecano', '2-DECYL-1-TETRADECANOL', '1-Tetradecanol, 2-decyl-', '2-decyltetradecyl alcohol']",
722,DECYLTETRADECYLAMINE OXIDE,,,,,,,,
723,DEDM HYDANTOIN,,,216.23,1.254Â±0.06 g/cm3(Predicted),C9H16N2O4,,"['DEDM HYDANTOIN', 'Dantocol(R) DHE', '1,3-Di(2-Hydroxyethyl)-5,5-Dimethylhydantoin', '1,3-bis(2-hydroxyethyl)-5,5-dimethylhydantoin', '1,3-Bis(2-hydroxyethyl)-5,5-dimethylhydantoin', '1,3-Bis(2-Hydroxyethyl)-5,5-dimethylhydantoine', '1,3-bis(2-hydroxyethyl)-5,5-dimethyl-4-imidazolidinedione', '1,3-Bis(2-hydroxyethyl)-5,5-dimethylimidazolidin-2,4-dione', '1,3-Bis(2-hydroxyethyl)-5,5-dimethylimidazolidine-2,4-dione', '1,3-bis(2-hydroxyethyl)-5,5-dimethyl-2,4-Imidazolidinedione']",
724,DEHYDROACETIC ACID,,500mg/L at 25°C,168.15,1.1816 (rough estimate),C8H8O4,CC(=O)C1=C(O)C=C(C)OC1=O,"['DHAA', 'Dehydroacetic acid', '3-Acetyl-6-methyl-2-pyranone', '3-Acetyl-6-methylpyrandione-2,4', '3-Acetyl-6-methyl-2,4-pyrandione', '3-Acetyl-6-Methyldihydropyrandione-2,4', '3-acetyl-6-methyl-2h-pyran-4(3h)-dione', 'Pyran-2,4(3H)-dione, 3-acetyl-6-methyl-', '4(3H)-dione,3-acetyl-6-methyl-2H-Pyran-2', '3-acetyl-6-methyl-2H-Pyran-2,4(3H)-dione', '3-acetyl-6-methyl-2h-pyran-2,4(3h)-dioneenolform', '3-acetyl-6-methyl-2h-pyran-2,4(3h)-dione.enolform', '3-Acetyl-6-methyl-2H-pyran-2,4(3H)-dione. enol form', '2-Acetyl-5-hydroxy-3-oxo-4-hexenoic acid, delta-lactone', '4-Hexenoic acid, 2-acetyl-5-hydroxy-3-oxo-, delta-lactone']",
725,7-DEHYDROCHOLESTEROL,,Insoluble,384.64,0.9717 (rough estimate),C27H44O,[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,"['Provitamine', 'Provitamin D3', '7-Dehydrocholesterol', 'cholesta-5,7-dien-3-ol', 'Cholesta-5,7-dien-3-ol', '(3)-7-Dehydrochlesterol', '7,8-didehydrocholesterol', 'cholesta-5,7-dien-3-beta-ol', '3-Hydroxycholesta-5,7-diene', '(3beta)-cholesta-7-dien-3-ol', '(3-beta)-cholesta-7-dien-3-ol', '(3beta)-cholesta-5,7-dien-3-ol', '(3beta)-Cholesta-5,7-dien-3-ol', 'Cholesta-5,7-dien-3-ol, (3beta)-']","emulsion stabilising,skin conditioning,viscosity controlling,skin-conditioning agent - miscellaneous,viscosity increasing agent - nonaqueous"
726,DELTA-DECALACTONE,,6.86e-3,170.252,0.952,C10H18O2,CCCCCC1CCCC(=O)O1,"delta-decalactone, 5-decanolide; delta-lactone 5-hydroxydecanoic acid,delta-decalactone,delta-Decalactone,DELTA-DECALACTONE,Decano-1,5-lactone","Fragrance Component,fragrance component,masking,perfuming,fragrance ingredient,flavouring"
727,DENATONIUM BENZOATE,,42.555g/L at 25°C,446.58,1.1256 (rough estimate),C28H34N2O3,[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,"[' ', 'REJEXIT (R)', 'Denatoniumbenzoate', 'denatonium benzoate', 'Bitrex Denatonium Benzoate', 'Bitrex? Denatonium Benzoate', 'DenatoniumBenzoate,Granular,Usp', 'Acetylthio-2-Methylpro-Panoyl Chloride', 'benzyldiethyl (2,6-xylylcarbamoylmethyl)-ammonium', 'Benzyl diethyl ((2,6-xylylcarbamoyl)methyl) ammonium benzoate', 'Benzyldiethyl((2,6, xylyl carbamoyl)methyl) ammonium benzoate', 'N,N-DIETHYL-N-[(2,6-DIMETHYLPHENYLCAR-BAMOYL)METHYL]BENZYLAMMONIUM BENZOATE', 'N-benzyl-2-[(2,6-dimethylphenyl)amino]-N,N-diethyl-2-oxoethanaminium benzoate', 'N-[2-[(2,6-Dimethylphenyl)amino]-2-oxoethyl]-N,N-diethyl-benzenemethanaminium benzoate', 'Benzenemethanaminium, N-[2-[(2,6-dimethylphenyl)amino]-2-oxoethyl]-N,N-diethyl-, benzoate']","Denaturant,bittering agent,denaturant,Bitterant,Bittering agent,Fragrance Component,fragrance component,viscosity adjuster,masking,fragrance ingredient"
728,DENATONIUM SACCHARIDE,,3.46,507.64,Not found,C28H33N3O4S,O=C1[N-]S(=O)(=O)C2=C1C=CC=C2.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,"[' ', 'RO-PEL', ' RO-PEL', 'benzyldiethyl', 'DENATONIUM SACHARIDE', 'DENATONIUM SACCHARIDE', 'denatonium saccharide', ' Benzyldiethyl((2,6-xylylcarbamoyl)methyl)ammonium saccharide', 'benzyldiethyl-[(2,6-xylylcarbamoyl)methyl]-ammonium saccharide', 'n-(2-((2,6-dimethylphenyl)amino)-2-oxoethyl)-n,n-diethyl-benzenemethanaminium saccharide', 'Benzenemethanaminium, N-(2-((2,6-dimethylphenyl)amino)-2-oxoethyl)-N,N-diethyl-, saccharide', 'N-benzyl-2-[(2,6-dimethylphenyl)amino]-N,N-diethyl-2-oxoethanaminium 1,2-benzothiazol-3-olate 1,1-dioxide']",denaturant
729,DEQUALINIUM ACETATE,,2.45e-7,574.766,Not found,C34H46N4O4,CC([O-])=O.CC([O-])=O.CC1=[N+](CCCCCCCCCC[N+]2=C(C)C=C(N)C3=CC=CC=C23)C2=CC=CC=C2C(N)=C1,dequalinium acetate,"antimicrobial,deodorant"
730,DEQUALINIUM CHLORIDE,,8.37e-7,527.57,Not found,C30H40Cl2N4,[Cl-].[Cl-].CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C2C=CC=CC2=C(N)C=C1C,"['DECA', 'dequafungan', 'dequadinchloride', 'Dequalinum Chloride', 'DEQUALINIUM CHLORIDE', 'dequalinium chloride', 'DEQUALINIUM DICHLORIDE']","antimicrobial,antiplaque,deodorant,oral care"
731,DEXTRAN,,"Soluble in water, dimethyl sulfoxide, ethylene glycol and glycerol.",396.42998,Not found,C17H32O10, ,"['MUCROSE', 'Dextran', 'Mucrose', 'Gentran3', 'dextran2', 'dextrans', 'dextran5', 'dextran11', 'Ex-pandex', 'Dextraven', 'Dextrane2000', 'NATIVE DEXTRAN', 'Glucose polymer', 'DextrangradeA,B,C', 'DEXTRAN,150,000,POWDER', 'DEXTRAN,250,000,POWDER', 'POLY[(1,6)-ALPHA-D-GLUCOSE]', 'Dextran 75,000 Mw, Pryogen Free', 'Dextran, high fraction, for biochemistry']","binding,viscosity controlling,binder,bulking agent"
732,DEXTRIN,,Soluble in hot water (0.1 g/ml).,504.43708,0.8 g/cm3,C18H32O16, ,"['Dextrin', 'dextrins', 'Corndextrin', 'DextrineWhite', 'DEXTRIN HYDRATE', 'DEXTRIN N-HYDRATE', 'DEXTRIN TYPE III FROM CORN', 'DEXTRIN TYPE IV FROM POTATO', 'Dextrin, precipitated by alcohol', 'DEXTRIN FROM POTATO STARCH, FOR MICROBIO LOGY', 'DEXTRIN FROM POTATO STARCH, FOR BIO-TECH N. PURPOSES']","Binder,adhesive in faced products,Bulking agent,Tablet disintegrant,Clump aid,fragrance component,absorbent,binding,bulking,viscosity controlling,binder,bulking agent,viscosity increasing agent - aqueous,drying additive,adhesive"
733,DIACETONE ALCOHOL,,MISCIBLE,116.16,0.938 g/mL at 20 °C,C6H12O2,CC(=O)CC(C)(C)O,"['Tyranton', 'Diacetone', 'Diketone Alcohol', 'Diacetone alcohol', 'Diaectone alcohol', 'TIMTEC-BB SBB009084', '(CH3)2C(OH)CH2C(O)CH3', 'Acetonyldimethylcarbinol', '2-methyl-2-pentanol-4-one', '2-Methylpentan-2-ol-4-one', '2-Methyl-3-pentanol-4-one', '4-hydroxy-4-methylpentan-2-one', '4-Hydroxy-4-methyl-2-pentanone', '4-Methyl-4-Hydroxy-2-pentanone', '2-Hydroxy-2-methyl-4-pentanone', '2-Pentanone, 4-hydroxy-4-methyl-', '4-Hydroxy-2-keto-4-methylpentane', 'Diacetone Alcohol ã\x80\x944-Hydroxy-4-methyl-2-pentanoneã\x80\x95']","Aerosol Insecticide,masking,solvent,fragrance ingredient,flavouring"
734,"2,6-DIAMINO-3-((PYRIDIN-3-YL)AZO)PYRIDINE",,1.91e-3,214.23,1.43Â±0.1 g/cm3(Predicted),C10H10N6,NC1=NC(N)=C(C=C1)\N=N\C1=CN=CC=C1,"['2,6-DIAMINO-3-((PYRIDIN-3-YL)AZO)PYRIDINE', '2,6-PyridinediaMine, 3-[2-(3-pyridinyl)diazenyl]-']",hair dyeing
735,"3,4-DIAMINOBENZOIC ACID",,"Soluble in water (2.2 mg/ml at 20°C), DMF, and methanol (10 mg/ml).",152.15,1.2804 (rough estimate),C7H8N2O2,NC1=C(N)C=C(C=C1)C(O)=O,"['3,4-diaminobenzoate', '3,4-Diaminobenzoesure', '3,4-DIAMINOBENZOIC ACID', '3,4-diaminebenzoic acid', '3,4-Diaminobenzoic acid', 'Benzoic acid, 3,4-diamino-', '4-Carboxy-o-phenylenediamine', '3,4-DIAMINOBENZOIC ACID GRAY TO BROWNPOW DER', '4-Carboxybenzene-1,2-diamine, 4-Carboxyphenylene-1,2-diamine']",hair dyeing
736,"4,4'-DIAMINODIPHENYLAMINE",,2.33e-3,199.257,1.22,C12H13N3,NC1=CC=C(NC2=CC=C(N)C=C2)C=C1,"4,4'-diaminodiphenylamine",hair dyeing
737,"2,4-DIAMINODIPHENYLAMINE",,2.29e-3,199.25,1.245Â±0.06 g/cm3(Predicted),C12H13N3,NC1=CC(N)=C(NC2=CC=CC=C2)C=C1,"['2,4-DIAMINODIPHENYLAMINE', '2,4-Diaminodiphenylamine', 'N-Phenyl-1,2,4-benzenetriamine', 'N1-phenylbenzene-1,2,4-triamine', '(2,4-diaminophenyl)-phenyl-amine', '4-Phenylaminobenzene-1,3-diamine', '1-N-phenylbenzene-1,2,4-triamine', '4-benzenetriamine,n(sup1)-phenyl-2']",hair dyeing
738,"2,4-DIAMINOPHENOL",,2.23,124.14,1.1683 (rough estimate),C6H8N2O,NC1=CC=C(O)C(N)=C1,"['Nsc5727', 'AIDS-025968', 'DIAMINOPHENOL', '2,4-diaminophenol', 'Phenol, 2,4-diamino-']",hair dyeing
739,"2,4-DIAMINOPHENOL DIHYDROCHLORIDE",,27.5 g/100 mL (15 °C),197.06,1.3457 (rough estimate),C6H10Cl2N2O,Cl.Cl.NC1=CC=C(O)C(N)=C1,"['nci-c60026', '2,4-Diaminophenol 2HCL', '2,4-DIAMINOPHENOL 2HCL', '2,4-DIAMINOPHENOL HYDROCHLORIDE', '2,4-diaminophenol dihydrochloride', '2,4-DIAMINOPHENOL DIHYDROCHLORIDE', 'phenol,2,4-diamino-dihydrochloride', 'Phenol,2,4-diamino-,dihydrochloride', '1-HYDROXYBENZENE-2,4-DIAMMONIUM DICHLORIDE', '4-HYDROXY-M-PHENYLENEDIAMINE DIHYDROCHLORIDE']",hair dyeing
740,"2,4-DIAMINOPHENOL HCL",,,,,,,,
741,"2,4-DIAMINOPHENOXYETHANOL HCL",,,,,,,,
742,"2,6-DIAMINOPYRIDINE",,9.9 g/100 mL (20 °C),109.13,1.7110 (rough estimate),C5H7N3,NC1=CC=CC(N)=N1,"['2,6-DAP', 'Diaminopyridine', '2,6-Diaminopyridine', '2,6-Pyridinediamine', '2,6-diamino-pyridin', '2,6-diamino pyridine', 'pyridine-2,6-diamine', '2,6-diaminopyridinium', 'Pyridine, 2,6-diamino-', 'D**2,6-Diaminopyridine', 'pyridine-2,6-diyldiamine']",hair dyeing
743,"2,6-DIAMINOPYRIDINE SULFATE",,0.412,207.20766,1.25,C5H9N3O4S,OS(O)(=O)=O.NC1=CC=CC(N)=N1,"['2,6-DIAMINOPYRIDINE SULFATE', 'ULVWQWVFLUTPHF-UHFFFAOYSA-N', '2,6-Pyridinediamine sulfate', '2,6-Diaminopyridine sulfate', 'Pyridine-2,6-diaMine sulfate']",
744,DIAMINOPYRIMIDINE OXIDE,,,,,,,,
745,DIAMMONIUM CITRATE,,Soluble in water. Slightiy soluble in alcohol.,226.18,1.22g/mLat 20°C,C6H14N2O7,[NH4+].[NH4+].OC(=O)CC(O)(CC([O-])=O)C([O-])=O,"['AMMONIUM CITRATE', 'Diammonium citrate', 'CITRIC ACID, DIAMMONIUM', 'Ammonium citrate dibasic', 'Dibasic ammonium citrate', 'Ammonium hydrogen citrate', 'Ammonium citrate, dibasic', 'CITRIC ACID AMMONIUM SALT', 'Ammonium monohydrogencitrat', 'Diammonium hydrogen citrate', 'CITRIC ACID DIAMMONIUM SALT', 'CITRIC ACID TRIAMMONIUM SALT', 'Citric acid, diammonium salt', 'DI-AMMONIUM HYDROGEN CITRATE', 'Ammonium monohydrogen citrate', 'Diammonium citrate (secondary)', 'CITRIC ACID, DIAMMONIUM, DIBASIC', 'CITRIC ACID, AMMONIUM SALT, DIBASIC', 'diammonium 3-carboxy-3-hydroxypentanedioate', 'Diammonium 2-hydroxy-1,2,3-propanetricarboxylate', 'triammonium 2-hydroxypropane-1,2,3-tricarboxylate', 'Diammonium hydrogen 2-hydroxypropane-1,2,3-tricarboxylate', '2-Hydroxy-1,2,3-propanetricarboxylic acid, diammonium salt', '1,2,3-Propanetricarboxylic acid, 2-hydroxy-, diammonium salt']","buffering,chelating"
746,DIAMMONIUM DITHIODIGLYCOLATE,,,216.28,,C4H12N2O4S2,,"['DADTDG', 'DIAMMONIUM DITHIODIGLYCOLATE']",
747,DIAMMONIUM EDTA,,686g/L at 20°C,326.3,1.483[at 20°C],C10H22N4O8,[NH4+].[NH4+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,"['(NH4)2 EDTA', 'EDTA.(NH4)2', '2Nh4(EdtaNh4)', '2Nh4(Edta2Nh4)', 'Diammonium EDTA', 'Edetate diammonium', 'Diammonium edetate', 'edta diammonium salt dihydrate', 'Diammonium ethylenediaminetetraacetate', 'Ethylenediaminetetraacetic acid diammonium salt', 'DIAMMONIUM DIHYDROGEN ETHYLENEDIAMINETETRAACETATE', 'Diammonium dihydrogen ethylenediaminetetraacetate', 'diammonium dihydrogen ethylenediaminetetraacetate', 'Acetic acid, (ethylenedinitrilo)tetra-, diammonium salt']","antioxidant,chelating"
