id,Chemical Name,LogP (Partition coefficient),LogS (water solubility of the ingredient),Molecular weight,Density,Chemical formula,Structure,Synonyms,Functionalities
846,Dilauryl Thiodipropionate,,,514.84,0.915g/mLat 25°C(lit.),C30H58O4S,,"['DLT', 'DLTP', 'Dmptp', 'Dltdp', 'Lusmit', 'Tyox B', 'Milban F', 'HSDB 353', 'AI3-25277', 'NSC 65494', 'Ipognox 89', 'CCRIS 3936', 'Cyanox LTDP', 'BRN 1808848', 'Neganox DLTP', 'Advastab 800', 'Carstab dltdp', 'Stabilizer DLT', 'Irganox PS 800', 'Antioxidant AS', 'Plastanox LTDP', 'didodecyl ester', 'Antioxidant LTDP', 'D 1 (antioxidant)', 'Antioxidant DLTDP', 'DILAURYLTHIOPROPIONATE', 'Lauryl thiodipropionate', 'Dilaurylthiodipropionate', 'Dydecyl Thiodipropionate', 'Dilauryl thiodipropionate', 'Plastanox LTDP Antioxidant', 'Thiobis(dodecyl propionate)', 'Dilauryl-3,3-thiodipropionate', 'Dilauryl thiodipropionic acid', 'Didodecyl-3,3â\x80²-thiodipropionat', 'Didodecyl 3,3-thiodipropionate', 'Dilauryl beta-thiodipropionate', 'Thiodipropionic acid didodecylester', 'Thiodipropionic acid, dilauryl ester', 'Bis(dodecyloxycarbonylethyl) sulfide', '3,3-Thiodipropionic acid di-n-dodecyl ester', '4-03-00-00744 (Beilstein Handbook Reference)', '3-[(3-keto-3-lauryloxy-propyl)thio]propionic acid lauryl ester']",
847,Dilauryldimonium Chloride,,,,,,,,
848,Dilinoleamidopropyl Dimethylamine,,,,,,,,
849,Dilinoleic Acid ,,,,,,,,
850,Dilithium Oxalate ,,Soluble in water.,97.98,2.12,C2H3LiO4,,"['Lithiumoxlate', 'LITHIUM OXALATE', 'Lithium oxalate', 'dilithium oxalate', 'oxalicaciddilithium', 'LITHIUM ACID OXALATE', 'oxalic acid dilithium', 'dilithium ethanedioate', 'LithiumOxalateExtraPure', 'OXALIC ACID DILITHIUM SALT', 'Oxalic acid, dilithium salt', 'ETHANEDIOIC ACID DILITHIUM SALT', 'di-Lithium oxalate for synthesis', 'Ethanedioic acid, dilithium salt']",
851,Dimethicone,,INSOLUBLE,236.534,0.971,(C2H6OSi)n,,"['latex', 'silbar', 'aeropax', 'dermafilm', 'dimethicone', 'simethicone', 'dimethicream', 'dimethyl silicone', 'silicone fluid 500', 'silicone oil dc 200', 'silicone fluid, 100', 'silicone fluid 1,000', 'dimethylpoly-siloxane', 'Poly(dimethylsiloxane)', 'Dimethyl silicone oil 201', 'polydimethylsiloxane emulsion', 'Silcorel(r) adp1000 antifoam compound', 'reduced volatility polydimethylsiloxane', 'polydimethylsiloxane, trimethylsiloxy term', 'polydimethylsiloxanes, trimethylsiloxy terminated', 'polydimethylsiloxane, trimethylsiloxy terminated, blend']",
852,Dimethiconol,,,,0.98 g/mL at 25 °C, ,,"['Dimethiconol', 'Dimethyl siloxanes', 'SILICON PS 347.5, FOR GC', 'POLY(DIMETHYLSILOXANE), HYDROXY TERMINATED', 'Poly[oxy(dimethylsilylene)],a-hydro-w-hydroxy- (8CI,9CI)', '.alpha.-hydro-.omega.-hydroxy-Poly[oxy(dimethylsilylene)]', 'Poly[oxy(dimethylsilylene)],.alpha.-hydro-.omega.-hydroxy-']",
853,Dimethiconol Fluoroalcohol Dilinoleic Acid,,,,,,,,
854,"2,6-Dimethoxy-3,5-Pyridinediamine Hcl",,,205.64208,,C7H12ClN3O2,,"['WHKIQFYYHZPIBH-UHFFFAOYSA-N', '2,6-DIMETHOXY-3,5-PYRIDINEDIAMINE HCL', '2,6-DIMETHOXY-3,5-PYRIDINEDIAMINEHYDROCHLORIDE', '2,6-DiMethoxypyridine-3,5-diaMine hydrochloride', '3,5-Diamino-2,6-dimethoxypyridine dihydrochloride', '2,6-diMethoxy-3,5-diaMino pyridine dihydrochloride', '3,5-Pyridinediamine, 2,6-dimethoxy-, dihydrochloride', '3,5-DIAMINO-2,6-DIMETHOXYPYRIDINE, DIHYDROCHLORIDE SPECIALITY CHEMICALS']",
855,Dimethyl Adipate,,Miscible with alcohols and ether. Immiscible with water.,174.19,1.062 g/mL at 20 °C (lit.),C8H14O4,,"['DMA', 'dbe-6', 'DIBASICESTERS', 'Dimethyl adipate', 'dbe-6 dibasic ester', 'Dimethyl hexanedioate', 'Dimethyl Adipate-13C6', 'Dimethylhexaneo-lionate', 'Adipic acid dimethyl ester', 'dbe-6dibasicester(dimethyl', 'hexadioic acid, dimethyl ester', 'Hexanedioic acid dimethyl ester', 'dbe-6dibasicester(dimethyladipate)', '2,4-Dichloro-5-aminosulfomylbenzoic acid', 'Dimethyl adipate,(Adipic acid dimethyl ester)']",
856,Dimethyl Aspartic Acid,,,161.16,,C6H11NO4,,"['DIMETHYL ASPARTIC ACID', 'N,N-dimethyl-L-aspartic acid', 'L-Aspartic acid, N,N-dimethyl-', '(2S)-2-(dimethylamino)butanedioic acid']",
857,Dimethyl Behenamine,,,353.67,0.8153 (estimate),C24H51N,,"['DMA22', 'FENTAMINE DMA22', 'Einecs 244-433-5', 'DIMETHYL BEHENAMINE', 'Dimethyldocosylamine', 'Erucyl dimethyl amine', 'Behenyl dimethyl amine', 'N,N-dimethyldocosylamine', 'N,N-dimethyldocosan-1-amine', 'N,N-Dimethyl-1-docosanamine', '1-Docosanamine, N,N-dimethyl-']",
858,Dimethyl Brassylate,,,272.38,0.9913 (rough estimate),C15H28O4,,"['Methyl brassylate', 'DIMETHYL BRASSYLATE', 'DIMETHYL TRIDECANEDIOATE', '1,13-DIMETHYL TRIDECANEDIOATE', 'Dimethyl tridecane-1,13-dioate', 'BRASSYLIC ACID (DIMETHYL ESTER)', 'DIMETHYL 1,11-UNDECANEDICARBOXYLIC ACID', '1,13-Undecanedicarboxylic acid dimethyl ester']",
859,Dimethyl Cystinate,,,,,C8H16N2O4S2,,"['DIMETHYL CYSTINATE', 'L-Cystine dimethyl', 'cystine dimethyl ester', 'L-Cystine-O,O-dimethyl ester', 'L-Cystine, 1,1-diMethyl ester', '3,3-Dithiodi(L-alanine methyl) ester', '3,3-Dithiobis(L-alanine methyl) ester', '3,3-Dithiobis[(2R)-2-aminopropionic acid methyl] ester']",
860,Dimethyl Ether,,Miscible,90.121,0.837g/cm3,C4H10O2,,"['GDME', 'Glyme', 'EGDME', 'Monoglyme', 'Ansol E-121', 'ansulether121', 'dimethyl ether', 'CH3OCH2CH2OCH3', 'ansul ether 121', '2,5-Dioxahexane', 'MONOETHYLENGLYCOL', '1,2-dimethoxethane', 'Dimethylcollosolve', '1,1-dimethoxyethane', '1,2-dimethoxy-ethan', 'Dimethyl Cellosolve', '1,2-Dimethoxyethane', 'Glycol dimethyl ether', 'ethylene dimethyl ether', 'dimethylcellosolvesolvent', 'alpha,beta-dimethoxyethane', '1,2-ethanediol,dimethylether', 'Ethylene glycol dimethy ether', '1,2-Ethanediol dimethyl ether', '1,2-ethanediol, dimethyl ether', 'Ethylene glycol dimethyl ether', 'monoethylene glycol dimethyl ether']",
861,Dimethyl Glutamic Acid,,,175.18,,C7H13NO4,,"['DIMETHYL GLUTAMIC ACID', 'L-Glutamic acid, N,N-dimethyl-', '2-(dimethylamino)pentanedioic acid', '(2S)-2-(dimethylamino)pentanedioic acid']",
862,Dimethyl Glutarate,,53 g/L,160.17,1.09g/mLat 25°C(lit.),C7H12O4,,"['DBE-2', 'Dimethylglutarat', 'dimethyl glutamate', 'Dimethyl glutarate', 'dbe-5 dibasic ester', 'DIMETHYLE GLUTARATE', 'dimethyl pentanedioate', 'PENTANEDIOICACID,DIMETHYLES', '5-methoxy-4-methyl-1H-indole', 'Glutaric acid dimethyl ester', 'DibasicEsterDimethylGlutarate', 'Pentanedioic acid dimethyl ester', 'Dimethyl  glutarate,  Glutaric  acid  dimethyl  ester']",
863,Dimethyl Hydroxymethyl Pyrazole,,,,,,,,
864,Dimethyl Imidazolidinone,,,,,,,,
865,Dimethyl Isosorbide,,Soluble in water.,174.2,1.15g/mLat 25°C(lit.),C8H14O4,,"['DMI', 'DIMETHYL ISOBORBIDE', 'Dimethyl Isosorbide', 'DIMETHYL ISOSORBIDE', 'Dimethyl isoborbide', 'O,O-Dimethylisosorbide', 'ISOSORBIDE DIMETHYL ETHER', 'Isosorbide dimethyl ether', '-3,6-Dimethoxyhexahydrofuro[3,2-b]furan', '(3R,6S)-3,6-dimethoxyhexahydrofuro[3,2-b]furan']",
866,Dimethyl Lauramine,,,,,,,,
867,Dimethyl Lauramine Dimer Dilinoleate,,,,,,,,
868,Dimethyl Lauramine Isostearate,,,,,,,,
869,Dimethyl Lauramine Oleate,,,,,,,,
870,Dimethyl Lauroyl Lysine,,,,,,,,
871,Dimethyl Maleate,,Miscible with water.,144.13,1.152g/mLat 25°C(lit.),C6H8O4,,"['DMM', 'sipomerdmm', 'Sipomer DMM', 'Sipomer DMM 6', 'Dimethyl Maleate', 'dimethyl but-2-enedioate', 'maleic acid dimethyl ester', 'TwoMethyl esterof Maleic acid', 'dimethyl (2Z)-but-2-enedioate', 'dimethylesterkyselinymaleinove', 'Dimethylester kyseliny maleinove', '2-Butenedioic acid,dimethyl ester', 'Maleic Acid Dimethyl EsterMethyl Maleate']",
872,Dimethyl Myristamine,,,241.46,0.795 g/mL at 20 °C (lit.),C16H35N,,"['Adma 14', 'DMA1497', 'armeendm14d', 'Armine DM14D', 'Armeen DM 14D', 'dimethylmyristamine', 'Dimethyl myristamine', 'dimethylmyristylamine', 'Dimethyl Myristyl Amine', 'dimethyl(tetradecyl)amine', 'Tetradecyl dimethyl amine', 'N,N-dimethyltetradecylamine', '1-(Dimethylamino)Tetradecane', 'N,N-dimethyltetradecan-1-amine', 'N,N-Dimethyl-n-tetradecylamine']",
873,Dimethyl Oxalate,,60 G/L (25 °C),118.09,1.148 g/mL at 25 °C (lit.),C4H6O4,,"['CH3OCOCOOCH3', 'Methyl oxalate', 'Dimethyl oxalate', 'Tricholomic acid', 'Dihydro-ibotenic acid', 'dimethyl ethanedioate', 'OXALIC ACID METHYL ESTER', 'Oxalic acid dimethyl ester', 'OXALIC ACID DIMETHYL ESTER', 'OXALIC ACID BIS-METHYL ESTER', 'Ethanedioicaciddimethylester', 'Ethanedioicacid,dimethylester', 'Dimethyl ester of oxalic acid', 'Ethanedioc acid dimethyl ester']",
874,Dimethyl Oxazolidine,,,,,,,,
875,Dimethyl Oxobenzo Dioxasilane,,,,,,,,
876,Dimethyl Palmitamine,,,,,,,,
877,Dimethyl Phenylpropanol,,1.49g/L at 20°C,164.24,0.9197 (rough estimate),C11H16O,,"['Muguetanol', 'MUGUETALKOHOL', 'Muguet alcohol', 'DIMETHYL PHENYLPROPANOL', '2,2-dimethyl-3-phenylpropanol', 'Î±,Î±-Dimethyl-3-phenyl propanol', '2,2-Dimethyl-3-phenyl-1-propanol', '2,2-dimethyl-3-phenyl-1-propanol', '2,2-dimethyl-3-phenylpropan-1-ol', 'Benzenepropanol, .beta.,.beta.-dimethyl-']",
878,Dimethyl Phthalate,,,194.18,1.19 g/mL at 25 °C (lit.),C10H10O4,,"['DMP', 'D.M.P', 'Avolin', 'ai3-00262', 'Dimethyl phthalate', '1,2-dimethyl phthalate', 'Phthalic acid dimethyl ester', 'Dimethyl 1,2-benzenedicarboxylate', 'Dimethyl 1,2-benzenedicarboxylate acid', '1,2-benzendicarboxylicacid,dimethylester', '1,2-benzenedicarboxylic acid dimethyl ester', 'Benzene-1,2-dicarboxylic acid dimethyl ester']",
879,Dimethyl Stearamine,,,,,,,,
880,Dimethyl Succinate,,8.5 g/L (20 °C),146.14,1.117 g/mL at 25 °C (lit.),C6H10O4,,"['Methyl succinate', 'Dimethyl succinate', 'DIMETHYLE SUCCINATE', 'DBE-9 dibasic ester', 'dimethyl butanedioate', 'Succinic acid dimethyl', 'Dimethyl 2,3-butanedioate', 'BUTANEDIOICACID,DIMETHYLEST', 'Succinic Acid Dimethyl Ester', 'Butanedioic acid dimethyl ester', 'Alkane-(C4,C5,C6)-dioic acid dimethyl ester', 'Succinic Acid Dimethyl EsterMethyl Succinate', 'Dimethyl  succinate,  Succinic  acid  dimethyl  ester']",
881,Dimethyl Sulfone,,150 g/L (20 °C),94.13,"1,16 g/cm3",C2H6O2S,,"['MSM', '(CH3)2SO2', 'Methyl sulfone', 'METHYLSULPHONE', 'Methyl sulphone', 'Dimethyl sulfone', 'Dimethyl sulphone', 'Sulfone, dimethyl-', 'Methane,sulfonylbis-', 'Methane, sulfonylbis-', 'Methanesulfonylmethane', 'Methyl Sulfonyl Methane', '(methylsulfonyl)methane']",
882,Dimethylamino Methylpropanol,,,,,,,,
883,Dimethylaminoethyl Methacrylate,,Less dense than water and insoluble in water.,157.21,0.933g/mLat 25°C(lit.),C8H15NO2,,"['DM', 'DMAM', 'MADAM', 'DMAEMA', 'ageflexfm-1', 'Ageflex fm-1', 'N,N-dimethylamino methacrylate', 'Dimethylaminoethyl methacrylate', 'beta-dimethylaminoethylmethacrylate', '2-(dimethylamino)ethyl methacrylate', 'N,N-Dimethylaminoethyl methacrylate', 'N,N-dimethyl-ethylamine methacrylate', 'beta-(Dimethylamino)ethyl methacrylate', '2-(N,N-DIMETHYLAMINO)ETHYL METHACRYLATE', 'beta-(n,n-dimethylamino)ethylmethacrylate', 'DMAEMA N,N-Dimethylaminoethyl Methacrylate', 'beta-(N,N-Dimethylamino)ethyl methacrylate', '2-(dimethylamino)ethyl 2-methylprop-2-enoate', '1-(dimethylamino)ethyl 2-methylprop-2-enoate', 'N,N-dimethyl-2-[(2-methylacryloyl)oxy]ethanaminium', '2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester']",
884,Dimethylaminostyryl Heptyl Methyl Thiazolium Iodide,,,,,,,,
885,"2,4-Dimethyl-3-Cyclohexene Carboxaldehyde",,,,,,,,
886,Dimethylhydroxy Furanone,,,,,,,,
887,Dimethyloctahydro-2-Naphthaldehyde,,,,,,,,
888,"2,6-Dimethyl-7-Octen-2-Ol",,,,,,,,
889,Dimethylsilanol Hyaluronate,,,,,,,['DIMETHYLSILANOL HYALURONATE'],
890,Dimyristyl Phosphate,,,,,,,,
891,Dimyristyl Thiodipropionate,,,570.95,0.934Â±0.06 g/cm3(Predicted),C34H66O4S,,"['Einecs 240-613-2', 'DIMYRISTYL THIODIPROPIONATE', '3,3-Thiodipropionic Acid Ditetradecyl Ester, Technical']",
892,Dinonoxynol-4 Phosphate,,,,,,,,
893,Dinonyl Phenol,,,346.6,0.8980 (rough estimate),C24H42O,,"['DINOYLPHENOL', 'dinonyl-pheno', 'DINONYL PHENOL', 'Phenol, dinonyl-', 'TIANFU-CHEM  DINONYL PHENOL', 'dinonylphenol(mixedisomers)', 'Dinonylphenol, isomer mixture']",
894,Dioctyldodeceth-2 Lauroyl Glutamate,,,,,,,,
895,Dioctyldodecyl Adipate,,,,,,,,
896,Dioctyldodecyl Dodecanedioate,,,791.36,,C52H102O4,,"['DIOCTYLDODECYL DODECANEDIOATE', 'Dodecanedioic acid, 1,12-bis(2-octyldodecyl) ester']",
897,Dioctyldodecyl Lauroyl Glutamate,,,,,,,,
898,Dioctyldodecyl Stearoyl Glutamate,,,,,,,,
899,Dioleoyl Edetolmonium Methosulfate,,,,,,,,
900,Dioleoylamidoethyl Hydroxyethylmonium Methosulfate,,,,,,,,
901,Dioleoylethyl Hydroxyethylmonium Methosulfate,,,557.78,,C26H55NO9S,,"['DIOLEOYLETHYL HYDROXYETHYLMONIUM METHOSULFATE', 'N,N-Bis-(2-hydroxyethyl)-N-methyl-N-oleylammonium methosulfate', '9-Octadecenoic acid (Z)-, reaction products with triethanolamine, di-Me sulfate-quaternized']",
902,Dioleoylisopropyl Dimonium Methosulfate,,,,,,,"['DIOLEOYLISOPROPYL DIMONIUM METHOSULFATE', 'DIPALMOYLISOPROPYL DIMONIUM METHOSULFATE', '1-Propanaminium, 2-hydroxy-N-(2-hydroxypropyl)-N,N-dimethyl-, diesters with vegetable-oil fatty acids, Me sulfates (salts)']",
903,Diosmine,,,,,,,,
904,Dipalmitamine,,,479.91,0.826Â±0.06 g/cm3(Predicted),C33H69N,,"['MA1616', 'DIPALMITAMINE', 'Dicetylmethylamine', 'Dihexadecyl methylamine', 'Di(hexadecyl)methylamine', 'Dihexadectyl methyl amine', 'N-hexadecyl-N-methylhexadecan-1-amine', '1-Hexadecanamine, N-hexadecyl-N-methyl-']",
905,Dipalmitoyl Cystine,,,717.12,,C38H72N2O6S2,,"['Einecs 241-607-2', 'Palmitoyl cystine', 'DIPALMITOYL CYSTINE']",
906,Dipalmitoyl Glutathione,,,,,,,,
907,Dipalmitoyl Hydroxyproline,,,,,,,,
908,Dipalmitoylethyl Dimonium Chloride,,,,,,,,
909,Dipalmitoylethyl Hydroxyethylmonium Methosulfate,,,,,,,,
910,Dipentaerythrityl Hexacaprylate Hexacaprate,,,,,,,,
911,Dipentaerythrityl Hexaheptanoate Hexacaprylate Hexacaprate,,,,,,,,
912,Dipentaerythrityl Hexahydroxystearate,,,,,,,['Dipentaerythrityl hexahydroxystearate'],
913,Dipentene,,<1 g/100mL,,0.834g/cm3,C10H16,,"['dipentene', 'DL-Limonene', 'Cyclohexene, 1-methyl-4-(1-methylethenyl)-', '(4S)-1-methyl-4-(prop-1-en-2-yl)cyclohexene']",
914,Diphenolic Acid,,,286.32,1.30,C17H18O4,,"['ctfa', '3-d]pyriMidine', 'Diphenolic Acid', '5-DiMethyl-4-(4', '7-Trichloropyrido[2', '2-dioxaborolan-2-yl)isoxazole', '4,4-bis(4-hydroxyphenyl)pentanoic acid', '4,4-bis(3,5-dibromo-4-hydroxyphenyl)pentanoic acid', '4,4-Bis(4-hydroxyphenyl)valeric acid,Diphenolic acid']",
915,Diphenyl Carbomethoxy Acetoxy Naphthopyran,,,,,,,,
916,Diphenyl Methane,,,,,,,,
917,Diphenylmethyl Piperazinylbenzimidazole,,,410.55,,C27H30N4,,"['DIPHENYLMETHYL PIPERAZINYLBENZIMIDAZOLE', '1H-Benzimidazole, 1-[3-[4-(diphenylmethyl)-1-piperazinyl]propyl]-']",
918,Dipotassium Aspartate,,,209.2834,,C4H5K2NO4,,"['dipotassium aspartate', 'L-Aspartic acid dipotassium salt']",
919,Dipotassium Azelate,,,,,,,,
920,Dipotassium Edta,,,,,,,,
921,Dipotassium Glycyrrhizate,,,863.05,1.277 at 20°C,C42H63KO16,,"['DIPOTASSIUM GLYCYRRHIZATE', 'POTASSIUM GLYCYRRHIZINATE', 'Dipotassium Glycyrrhizinate', 'DIPOTASSIUM GLYCYRRHIZINATE', 'GLYCYRRHIZIC ACID DIPOTASSIUM SALT', 'Glycyrrhizic acid dipotassium salt', 'GLYCYRRHIZIN DIPOTASSIUM SALT HYDRATE', 'GLYCYRRHIZINIC ACID, DIPOTASSIUM SALT', 'Glycyrrhizicaciddipotassiumsalt, hydrate', 'GLYCYRRHIZIC ACID DIPOTASSIUM SALT HYDRATE', '.alpha.-D-Glucopyranosiduronicacid,(3.beta.,20.beta.),20-carboxy-11-oxo-30-norlean', 'dipotassium (2S,3S,4S,5R,6S)-6-{[(3S,4aR,6aR,6bS,8aS,11S,12aR,14aR,14bS)-11-carboxy-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl]oxy}-5-{[(2R,3R,4S,5S,6S)-6-carboxylato-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl]oxy}-3,4-dihydroxytetrahydro-2H-pyran-2-carboxylate (non-preferred name)']",
922,Dipotassium Oxalate,,392g/L at 20°C,166.22,2.13,C2K2O4,,"['Potassium Oxalate', 'DIPTASSIUMOXALATE', 'dipotassium oxalate', 'DI-POTASSIUM OXALATE', 'potassiumneutraloxalate', 'dipotassiumethanedioate', 'Oxalic acid dipotassium', 'potassiumoxalate(k2c2o4)', 'oxalicacid,dipotassiumsalt', 'Ethanedioicacid,dipotassiumsalt']",
923,Dipotassium Phosphate,,1600 g/L (20°C),174.175901,,HK2O4P,,"['DKP', 'DIPOTASSIUM phosphate', 'Potassium phosphate dibasic', 'Potassium phosphate, dibasic', 'Dipotassium hydrogen phosphate', 'Dipotassium Phosphate Anhydrous', 'Potassium hydrogen phosphate anhydrous', 'POTASSIUM HYDROGEN PHOSPHATE ANHYDROUS']",
924,Dipropyl Adipate,,,230.3,0.979,C12H22O4,,"['NSC 4894', 'AI3-06052', 'BRN 1785512', 'dipropyl adipate', 'Dipropyl adipate', 'DIPROPYL ADIPATE', 'Di-n-propyl adipate', 'DI-N-PROPYL ADIPATE', 'Adipic acid dipropyl', 'Dipropyl hexanedioate', 'Adipic acid, dipropyl ester', 'Adpic acid di-n-propyl ester', 'ADIPIC ACID DI-N-PROPYL ESTER', 'Adipic acid, di-n-propyl ester', 'Di-n-alkyl Adipate [Plasticizer]', 'Hexanedioic acid, dipropyl ester', 'Hexanedioic acid, 1,6-dipropyl ester', '4-02-00-01961 (Beilstein Handbook Reference)', 'Heptylnonyl Adipate (so called) [Plasticizer]']",
925,Dipropyl Oxalate,,,,,,,,
926,Dipropylene Glycol Caprylate,,,,,,,,
927,Dipropylene Glycol Salicylate,,,,,,,,
928,Dipropylenetriamine,,Completely miscible in water,131.22,0.938g/mLat 25°C(lit.),C6H17N3,,"['IBPA', 'Dipropylentriamin', 'IMINODIPROPYLAMINE', 'Dipropylenetriamine', 'DIPROPYLENETRIAMINE', '1,3-dipropyltriazane', 'IMINO BIS PROPYLAMINE', 'di(3-aminopropyl)amine', '3,3-Iminodipropylamine', '3,3-Iminobispropylamine', 'Bis(3-aminopropyl)amine', 'Bis-(3-aminopropyl)amine', '3,3-Diaminodipropylamine', '3,3-iminodi(propylamine)', 'Imino-bis(3-propylamine)', 'N-(3-aminopropyl)propane-1,3-diamine', 'N-(3-Aminopropyl)-1,3-propanediamine', 'N-(3-ammoniopropyl)propane-1,3-diaminium', 'Bis(3-aminopropyl)amine,3,3â\x80²-Diaminodipropylamine, 3,3â\x80²-Iminodipropylamine, N-(3-Aminopropyl)-1,3-propanediamine, Dipropylenetriamine, Norspermidine']",
929,Direct Black 51,,,,,,,,
930,Direct Blue 86,,,780.16,,C32H14CuN8Na2O6S2,,"['acidblue87', 'Lionolblue GS', 'Direct Blue 86', 'abcolturquoiseblue', 'amanilfastturquoise', 'amafastturquoise8ggl', 'amanilfastturquoiselb', 'aizenprimulaturquoisebluegl', '(dihydrogenphthalocyaninedisulfonato(2-))-coppedisodiumsalt', '[29h,31h-phthalocyanine-c,c-disulfonato(4-)-n29,n39,n31,n32]-cuprate(2-dis']",
931,Direct Red 23,,,813.72,1.606g/cm3,C35H25N7Na2O10S2,,"['C.I. 29160', 'Scarlet 4BS', 'Direct Red 23', 'Direct Red  23', 'C.I. Direct Red 23', 'C.I. Direct Red 23 (VAN)', 'direct red 23 (C.I. 29160)', 'C.I. Direct Red 23, disodium salt', '(3E)-3-{2-[4-(acetylamino)phenyl]hydrazinylidene}-4-oxo-7-({[(6E)-5-oxo-6-(2-phenylhydrazinylidene)-7-sulfo-5,6-dihydronaphthalen-2-yl]carbamoyl}amino)-3,4-dihydronaphthalene-2-sulfonic acid', 'disodium 4-oxo-3-(2-{4-[(2-oxoethyl)amino]phenyl}hydrazinylidene)-6-({[(6E)-5-oxo-6-(2-phenylhydrazinylidene)-7-sulfonato-5,6-dihydronaphthalen-2-yl]carbamoyl}amino)-3,4-dihydronaphthalene-2-sulfonate']",
932,Direct Red 80,,"Partly soluble in water, very slightly soluble in ethanol, and cellosolve. Insoluble in many organic solvents.",1265.16,1.625[at 20°C],C45H33N10NaO21S6,,"['CI 35780', 'DirectRed', 'CI NO 35780', 'Fast  Red  BA', 'Direct Red 80', 'DIRECT RED 80', 'Anadurm Red D-BA', 'C.I. direct red 80', 'Ambidirect Red 3BL', 'Best Direct Supra Red F3B', 'Covalene Brilliant Red F3B', 'C.I. Direct Red 80, hexasodium salt', 'hexasodium 4-hydroxy-7-[({5-hydroxy-7-sulfonato-6-[(E)-{2-sulfonato-4-[(E)-(4-sulfonatophenyl)diazenyl]phenyl}diazenyl]naphthalen-2-yl}carbamoyl)amino]-3-[(E)-{2-sulfonato-4-[(E)-(4-sulfonatophenyl)diazenyl]phenyl}diazenyl]naphthalene-2-sulfonate']",
933,Direct Red 81,,,675.6,,C29H19N5Na2O8S2,,"['C.I. 28160', 'direct red 81', 'Solaminrot 4B', 'Direct Red  81', 'Chlorantine Fast Red 5B', 'C.I. Direct Red 81 (7CI)', 'Chloroantine fast red 5B', 'C.I. Direct Red 81 (VAN)', 'C.I. Direct Red 81 disodium salt', 'C.I. Direct Red 81, disodium salt', 'disodium 4-hydroxy-7-[(phenylcarbonyl)amino]-3-[(E)-{4-[(E)-(4-sulfonatophenyl)diazenyl]phenyl}diazenyl]naphthalene-2-sulfonate']",
934,Direct Violet 48,,,,,,,,
935,Direct Yellow 12,,,680.66,,C30H26N4Na2O8S2,,"['CI 24895', 'DY12 dye', 'C.I. 24895', 'Chrysophenine', 'Chrysophenine G', 'Direct Yellow 12', 'Direct Yellow GK', 'Direct yellow-12', 'Diazine Yellow CP', 'Direct Yellow  12', 'Kayaku Chrysophenine', 'C.I. Direct Yellow 12', 'Mitsui Chrysophenine G', 'abcol direct yellow 4 ra', 'Direct Brilliant Yellow 4R', 'chrysophenine (C.I. 24895)', 'Atul Direct Fast Yellow GCH', 'Direct yellow 12 (C.I. 24895)']",
936,Disodium Adenosine Phosphate,,,,,,,,
937,Disodium Adenosine Triphosphate,,,,,,,,
938,Disodium Ascorbyl Sulfate,,,,,,,,
939,Disodium Azacycloheptane Diphosphonate,,,,,,,,
940,Disodium Azelate,,,,,,,['DISODIUM AZELATE'],
941,Disodium Caproamphodiacetate,,,,,,,,
942,Disodium Caproamphodipropionate,,,,,,,,
943,Disodium Capryloamphodipropionate,,,,,,,,
944,Disodium Cocoamphodipropionate,,,292.23986,,C10H18N2Na2O5,,"['vs., disodium salts', 'DISODIUM COCOAMPHODIPROPIONATE', 'isodium,3-[2-aminoethyl-[2-(2-carboxylatoethoxy)ethyl]amino]propanoate', 'n-(2-aminoethyl)-n-[2-(2-carboxyethoxy)ethyl]-beta-alanin n-coco acyl deri', 'beta-Alanine, N-(2-aminoethyl)-N-[2-(2-carboxyethoxy)ethyl]-, N-coco acyl derivs., disodium salts', 'N-(2-Coconut oil amidoethyl)-N-[2-(2-carboxyethyl)oxyethyl]-.beta.-aminopropionic acid, disodium salt']",
945,Disodium Cocoyl Glutamate,,450g/L at 20°C,191.093,1.318[at 20°C],C5H7NNa2O4,,"['Einecs 269-085-1', 'Disodium cocoyl glutamate', 'DISODIUM COCOYL GLUTAMATE', '(2S)-2-aminopentanedioate', 'Disodium N-Cocoyl glutamate', 'Disodium N-Coco acyl-L-Glutamate', 'l-Glutamic acid, N-coco acyl derivs., disodium salts', 'l-Glutamic acid, N-coco acyl derivs., disodium salts, Fandachem']",
946,Disodium Cupric Citrate,,,,,,,,
947,Disodium Edta,,Miscible with water.,336.21,1.01g/mLat 25°C,C10H14N2Na2O8,,"['Disodium EDTA', 'EDTA two sodium', 'SEQUESTRENE NA2', 'Disodium Edetate', 'VERSENE DISODIUM', 'Edta di sodium salt', 'VERSENE NA, DIHYDRATE', 'disodium ethylenediamintetraacetate', 'Ethylenediaminetetraacetic acid disodium salt', 'disodium dihydrogen ethylenediaminetetraacetate', 'SODIUM (DI) ETHYLENEDIAMINE TETRAACETATE DIHYDRATE', 'Ethylenediaminetetraacetic acid disodium salt solution', 'disodium 2-[2-(bis(carboxymethyl)amino)ethyl-(carboxymethyl)amino]acetic acid']",
948,Disodium Edta-Copper,,,,,,,,
